City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,battagram,34.6772,73.0233,59.67,27,100,6.17,PK,2025-01-01
348,howrah,22.5892,88.3103,68.0,64,3,5.75,IN,2025-01-01
349,calabozo,8.9242,-67.4293,76.15,71,33,6.4,VE,2025-01-01
350,avarua,-21.2078,-159.775,80.65,74,20,2.3,CK,2025-01-01
351,alofi,-19.0595,-169.9187,82.29,83,100,4.61,NU,2025-01-01
352,the pinery,39.4553,-104.7344,23.02,83,74,4.0,US,2025-01-01
353,villaguay,-31.8653,-59.0269,70.47,47,39,8.14,AR,2025-01-01
354,yamada,39.4667,141.95,36.64,52,12,8.25,JP,2025-01-01
355,mae ramat,16.984,98.5166,90.01,31,56,2.37,TH,2025-01-01
356,coahuayana de hidalgo,18.7,-103.6583,69.46,87,100,3.96,MX,2025-01-01
357,balkanabat,39.5108,54.3671,41.88,63,5,1.57,TM,2025-01-01
358,si sa ket,14.8333,104.3333,83.07,44,76,7.0,TH,2025-01-01
359,thurgoona,-36.0451,146.9919,89.65,23,1,10.0,AU,2025-01-01
360,vanimo,-2.6741,141.3028,79.59,91,98,11.27,PG,2025-01-01
361,viqueque,-8.8673,126.3658,88.7,61,83,0.96,TL,2025-01-01
362,portage la prairie,49.9728,-98.2926,6.89,66,100,11.59,CA,2025-01-01
363,acapulco de juarez,16.8634,-99.8901,75.02,88,40,4.61,MX,2025-01-01
364,trincomalee,8.5711,81.2335,80.22,80,100,22.37,LK,2025-01-01
365,fort mcmurray,56.7268,-111.381,-0.81,84,100,5.75,CA,2025-01-01
366,petropavlovsk-kamchatsky,53.0452,158.6483,18.19,79,100,2.24,RU,2025-01-01
367,ghat,24.9647,10.1728,53.01,35,11,5.93,LY,2025-01-01
368,lompoc,34.6391,-120.4579,52.52,72,0,10.36,US,2025-01-01
369,puerto aysen,-45.4,-72.7,51.4,99,93,3.91,CL,2025-01-01
370,san lawrenz,36.0553,14.204,57.79,63,14,11.05,MT,2025-01-01
371,sihanoukville,10.6093,103.5296,87.75,51,40,6.91,KH,2025-01-01
372,yung shue wan,22.2333,114.1167,67.75,68,83,5.01,HK,2025-01-01
373,tangalle,6.024,80.7911,78.66,85,100,19.26,LK,2025-01-01
374,bubaque,11.2833,-15.8333,78.42,47,2,16.93,GW,2025-01-01
375,cabo san lucas,22.8909,-109.9124,67.75,76,10,6.44,MX,2025-01-01
376,persembe,41.0656,37.7714,36.82,72,6,4.56,TR,2025-01-01
377,butterworth,5.3991,100.3638,91.44,62,20,7.0,MY,2025-01-01
378,sedro-woolley,48.5039,-122.2361,41.02,90,100,5.75,US,2025-01-01
379,puerto maldonado,-12.6,-69.1833,75.04,87,98,2.15,PE,2025-01-01
380,flying fish cove,-10.4217,105.6791,82.08,89,100,9.22,CX,2025-01-01
381,ilabaya,-17.4208,-70.5133,63.79,75,100,0.83,PE,2025-01-01
382,saint-francois,46.4154,3.9054,22.44,100,100,1.14,FR,2025-01-01
383,gudur,14.1333,79.85,82.24,62,25,7.43,IN,2025-01-01
384,nieves,15.3274,120.9485,83.73,67,99,4.25,PH,2025-01-01
385,pumiao,22.75,108.4833,73.92,31,0,4.27,CN,2025-01-01
386,parkes,-33.1333,148.1833,95.36,14,2,1.99,AU,2025-01-01
387,pechora,65.1472,57.2244,20.84,93,100,12.88,RU,2025-01-01
388,shorewood,41.52,-88.2017,34.29,87,100,13.8,US,2025-01-01
389,guerrero negro,27.9769,-114.0611,56.41,88,100,5.61,MX,2025-01-01
390,zykovo,55.9519,93.1461,16.54,81,97,3.02,RU,2025-01-01
391,hexham,54.9699,-2.104,42.94,86,100,23.13,GB,2025-01-01
392,pacific grove,36.6177,-121.9166,49.08,84,0,5.75,US,2025-01-01
393,neryungri,56.6709,124.6491,-4.23,91,100,6.85,RU,2025-01-01
394,fortuna,40.5982,-124.1573,44.92,95,75,5.99,US,2025-01-01
395,santa ana,33.7456,-117.8678,55.15,90,100,0.0,US,2025-01-01
396,bolands,17.0657,-61.8747,76.75,84,20,6.91,AG,2025-01-01
397,lyantonde,-0.4031,31.1572,67.69,55,100,0.51,UG,2025-01-01
398,chadron,42.8294,-102.9999,21.96,79,40,3.0,US,2025-01-01
399,lubang,13.8584,120.124,81.63,81,73,19.73,PH,2025-01-01
400,ambodifotatra,-16.9833,49.85,80.17,75,58,7.36,MG,2025-01-01
401,volokonovka,50.4827,37.8563,33.82,94,82,9.04,RU,2025-01-01
402,kropp,54.4167,9.5167,46.45,95,100,35.68,DE,2025-01-01
403,mimizan,44.2006,-1.2289,39.2,81,0,5.44,FR,2025-01-01
404,kavaratti,10.5669,72.642,82.51,71,10,8.99,IN,2025-01-01
405,motygino,58.1831,94.7592,11.41,95,100,5.99,RU,2025-01-01
406,monte alegre de sergipe,-10.0272,-37.5622,70.48,88,43,6.89,BR,2025-01-01
407,mount gambier,-37.8333,140.7667,67.23,53,33,12.01,AU,2025-01-01
408,scarborough,54.2797,-0.4044,43.84,64,100,1.99,GB,2025-01-01
409,santo antonio,-6.3106,-35.4789,79.56,70,100,10.45,BR,2025-01-01
410,fort bragg,35.139,-79.006,58.84,61,0,9.22,US,2025-01-01
411,iquique,-20.2208,-70.1431,68.25,75,95,4.16,CL,2025-01-01
412,villa gesell,-37.2639,-56.973,65.88,89,97,5.82,AR,2025-01-01
413,baotou,40.6522,109.8222,26.89,30,27,9.66,CN,2025-01-01
414,chinsali,-10.5414,32.0816,66.9,89,100,2.44,ZM,2025-01-01
415,novodvinsk,64.4165,40.8122,26.35,95,32,7.27,RU,2025-01-01
416,severo-yeniseyskiy,60.3725,93.0408,8.92,91,100,6.24,RU,2025-01-01
417,pont rouge,48.8833,-72.0825,32.09,93,100,4.18,CA,2025-01-01
418,chiang klang,19.2938,100.8617,84.96,37,0,1.99,TH,2025-01-01
419,tommot,58.9564,126.2925,-23.4,100,97,1.14,RU,2025-01-01
420,san antonio de pale,-1.4014,5.6325,80.8,80,74,6.85,GQ,2025-01-01
421,yantzaza,-3.8278,-78.7594,65.71,99,62,0.58,EC,2025-01-01
422,lewiston orchards,46.3804,-116.9754,35.87,85,0,3.44,US,2025-01-01
423,strezhevoy,60.7333,77.5889,11.19,91,100,13.24,RU,2025-01-01
424,ciudad lazaro cardenas,17.9583,-102.2,70.77,80,64,4.21,MX,2025-01-01
425,manicore,-5.8092,-61.3003,73.92,100,100,3.47,BR,2025-01-01
426,baruun-urt,46.6806,113.2792,9.5,60,1,10.8,MN,2025-01-01
427,jiagedaqi,50.4167,124.1167,7.54,82,35,1.95,CN,2025-01-01
428,beytussebap,37.5694,43.1681,20.08,82,18,10.58,TR,2025-01-01
429,kirakira,-10.4544,161.9205,82.27,83,85,4.21,SB,2025-01-01
430,rosetta,31.4044,30.4164,59.83,56,34,5.35,EG,2025-01-01
431,north bend,43.4065,-124.2243,46.17,93,100,3.44,US,2025-01-01
432,yuzhno-kurilsk,44.0306,145.8556,26.96,67,84,19.73,RU,2025-01-01
433,conception bay south,47.4999,-52.9981,38.91,98,100,8.37,CA,2025-01-01
434,champerico,14.3,-91.9167,77.77,80,94,5.5,GT,2025-01-01
435,ebensfeld,50.0664,10.9584,31.28,88,70,1.01,DE,2025-01-01
436,muroran,42.3172,140.9881,32.54,73,95,18.68,JP,2025-01-01
437,lakatoro,-16.0999,167.4164,82.62,75,33,2.46,VU,2025-01-01
438,rumbek,6.802,29.6912,77.02,19,6,10.29,SS,2025-01-01
439,sitka,57.0531,-135.33,40.89,38,100,16.11,US,2025-01-01
440,uzundere,40.5301,41.5584,22.41,94,100,3.56,TR,2025-01-01
441,vredendal,-31.6683,18.5012,65.25,65,0,5.03,ZA,2025-01-01
442,zhangye,38.9342,100.4517,25.59,53,97,4.27,CN,2025-01-01
443,yarmouth,41.7057,-70.2286,48.25,89,75,11.5,US,2025-01-01
444,walvis bay,-22.9575,14.5053,62.87,83,70,2.86,NA,2025-01-01
445,san pedro pochutla,15.7333,-96.4667,73.71,76,28,3.6,MX,2025-01-01
446,vice,-5.4167,-80.7833,72.64,72,93,9.1,PE,2025-01-01
447,sretensk,52.2453,117.7093,-2.88,93,83,3.29,RU,2025-01-01
448,pisco,-13.7,-76.2167,69.85,83,0,0.0,PE,2025-01-01
449,sao joao da barra,-21.6403,-41.0511,73.54,88,100,3.02,BR,2025-01-01
450,ponta delgada,37.7333,-25.6667,65.19,88,75,23.02,PT,2025-01-01
451,carlos chagas,-17.7031,-40.7664,71.44,96,100,0.72,BR,2025-01-01
452,revda,56.801,59.9303,23.9,93,100,6.42,RU,2025-01-01
453,lluta,-16.0147,-72.0142,45.99,72,94,0.92,PE,2025-01-01
454,nelson bay,-32.7167,152.15,83.08,70,100,25.99,AU,2025-01-01
455,celendin,-6.8703,-78.1517,54.41,89,99,2.08,PE,2025-01-01
456,weno,7.4515,151.8468,83.08,73,100,10.4,FM,2025-01-01
457,tokamachi,37.1333,138.7667,39.6,76,98,0.98,JP,2025-01-01
458,vila velha,-20.3297,-40.2925,75.15,95,100,4.61,BR,2025-01-01
459,namibe,-15.1961,12.1522,71.62,81,90,5.23,AO,2025-01-01
460,bwizibwera,-0.5917,30.6286,65.91,64,100,1.5,UG,2025-01-01
461,ugoofaaru,5.6667,73.0,81.82,72,100,4.38,MV,2025-01-01
462,qulsary,46.9531,54.0198,32.81,88,89,15.41,KZ,2025-01-01
463,la'ie,21.6477,-157.9253,76.39,81,1,10.0,US,2025-01-01
464,cannonvale,-20.2833,148.7,79.99,66,34,10.4,AU,2025-01-01
465,vel'sk,61.0701,42.0983,21.33,93,93,6.42,RU,2025-01-01
466,dzuunharaa,48.8523,106.4579,5.65,86,100,2.04,MN,2025-01-01
467,sinnar,13.5691,33.5672,69.04,35,0,16.73,SD,2025-01-01
468,porto novo,6.4965,2.6036,80.42,88,75,2.75,BJ,2025-01-01
469,greymouth,-42.4667,171.2,64.27,74,100,4.34,NZ,2025-01-01
470,skiathos,39.1623,23.4909,46.98,93,40,3.44,GR,2025-01-01
471,gebeit,21.0667,36.3167,54.1,70,55,5.37,SD,2025-01-01
472,nanzhang chengguanzhen,31.7839,111.8275,57.69,30,24,5.75,CN,2025-01-01
473,baki,-7.6128,110.7839,81.52,80,100,5.64,ID,2025-01-01
474,mount isa,-20.7333,139.5,103.77,9,94,9.22,AU,2025-01-01
475,copala,16.65,-98.9833,72.7,81,89,7.0,MX,2025-01-01
476,palikir - national government center,6.9248,158.1611,77.74,94,100,4.61,FM,2025-01-01
477,shingu,33.7333,135.9833,53.78,33,0,5.21,JP,2025-01-01
478,ocean city,39.2776,-74.5746,50.02,92,93,4.0,US,2025-01-01
479,kralendijk,12.15,-68.2667,78.78,83,20,10.36,BQ,2025-01-01
480,polyarnyy,69.1989,33.4478,20.88,94,100,6.17,RU,2025-01-01
481,karratha,-20.7377,116.8463,97.0,41,62,15.73,AU,2025-01-01
482,korhogo,9.45,-5.6333,66.43,24,0,4.34,CI,2025-01-01
483,kingston,17.997,-76.7936,77.95,83,20,11.5,JM,2025-01-01
484,suva,-18.1416,178.4415,80.08,78,75,4.61,FJ,2025-01-01
485,olyokminsk,60.3736,120.4264,-17.73,96,100,2.66,RU,2025-01-01
486,chui,-33.6971,-53.4616,64.78,94,45,6.17,UY,2025-01-01
487,prince albert,53.2001,-105.7677,4.95,72,100,8.05,CA,2025-01-01
488,gizo,-8.103,156.8419,84.29,73,84,4.36,SB,2025-01-01
489,coyhaique,-45.5752,-72.0662,47.59,97,88,6.17,CL,2025-01-01
490,beyneu,45.3167,55.2,36.93,90,76,18.03,KZ,2025-01-01
491,kangding,30.0513,101.9603,56.07,16,2,1.61,CN,2025-01-01
492,brokopondo,4.75,-55.1667,75.96,90,100,7.72,SR,2025-01-01
493,pandan,14.0453,124.1694,80.83,82,83,9.95,PH,2025-01-01
494,nogliki,51.8333,143.1667,-6.45,98,18,5.68,RU,2025-01-01
495,ulladulla,-35.35,150.4667,77.5,61,40,13.09,AU,2025-01-01
496,santa ana de yacuma,-13.75,-65.4333,77.38,77,100,6.02,BO,2025-01-01
497,cole harbour,44.6724,-63.4751,32.72,100,68,3.44,CA,2025-01-01
498,nizhnyaya poyma,56.1622,97.1933,16.9,83,99,7.07,RU,2025-01-01
499,el matama,16.7095,33.3565,61.63,32,0,18.52,SD,2025-01-01
500,douz,33.4663,9.0203,54.75,63,82,19.33,TN,2025-01-01
501,xiongzhou,25.1167,114.3,69.6,24,0,1.41,CN,2025-01-01
502,ciudad guayana,8.3533,-62.6528,72.73,96,16,3.83,VE,2025-01-01
503,arraial do cabo,-22.9661,-42.0278,74.17,89,81,7.05,BR,2025-01-01
504,maluso,6.543,121.8753,83.93,74,87,3.38,PH,2025-01-01
505,bathsheba,13.2167,-59.5167,79.41,61,20,13.8,BB,2025-01-01
506,souillac,-20.5167,57.5167,80.98,74,75,10.36,MU,2025-01-01
507,kazlu ruda,54.7667,23.5,33.01,78,100,20.13,LT,2025-01-01
508,taulaga,-11.0553,-171.0883,83.93,71,77,5.55,AS,2025-01-01
509,ixtapa,20.7,-105.2,70.23,82,100,1.01,MX,2025-01-01
510,masterton,-40.9597,175.6575,53.62,95,100,8.63,NZ,2025-01-01
511,misratah,32.3754,15.0925,57.22,76,71,10.98,LY,2025-01-01
512,nueva esperanza,15.2667,-87.6,71.56,99,100,0.67,HN,2025-01-01
513,miquelon,47.0975,-56.3814,40.82,95,100,19.82,PM,2025-01-01
514,borogontsy,62.6683,131.1683,-50.87,100,100,1.23,RU,2025-01-01
515,nantucket,41.2835,-70.0995,48.31,81,75,20.78,US,2025-01-01
516,chongqing,29.5628,106.5528,57.52,54,3,4.47,CN,2025-01-01
517,hammerfest,70.6634,23.6821,25.25,93,75,9.22,NO,2025-01-01
518,ippy,6.2679,21.2247,72.43,19,83,9.95,CF,2025-01-01
519,rosarito,32.3333,-117.0333,48.94,80,100,3.24,MX,2025-01-01
520,gaalkacyo,6.7697,47.4308,76.46,55,45,15.01,SO,2025-01-01
521,kismayo,-0.3582,42.5454,80.17,73,78,16.69,SO,2025-01-01
522,fort stockton,30.894,-102.8793,50.76,31,0,8.05,US,2025-01-01
523,lata,40.1629,-8.3327,37.29,76,0,4.72,PT,2025-01-01
524,cidreira,-30.1811,-50.2056,72.59,89,49,17.52,BR,2025-01-01
525,berea,41.3662,-81.8543,35.58,96,100,17.27,US,2025-01-01
526,marataizes,-21.0433,-40.8244,72.5,89,100,3.15,BR,2025-01-01
527,quibala,-10.7337,14.98,64.15,94,100,1.32,AO,2025-01-01
528,arkhangel'sk,64.5401,40.5433,26.71,100,40,8.95,RU,2025-01-01
529,vallenar,-28.5708,-70.7581,63.59,65,0,2.89,CL,2025-01-01
530,manturovo,58.3353,44.7619,19.69,91,100,9.51,RU,2025-01-01
531,mirador,-6.3708,-44.3631,75.09,85,75,2.19,BR,2025-01-01
532,morganton,35.7454,-81.6848,46.98,65,51,8.01,US,2025-01-01
533,toliara,-23.35,43.6667,88.07,59,9,6.2,MG,2025-01-01
534,zaozersk,69.4005,32.4476,20.68,95,100,5.06,RU,2025-01-01
535,northam,51.0333,-4.2167,53.8,82,100,15.99,GB,2025-01-01
536,rongelap,11.1635,166.8941,81.81,71,31,15.5,MH,2025-01-01
537,chichiriviche,10.9333,-68.2772,77.34,86,87,11.36,VE,2025-01-01
538,arar,30.9753,41.0381,44.62,100,0,6.91,SA,2025-01-01
539,phan rang-thap cham,11.5667,108.9833,77.11,77,100,4.85,VN,2025-01-01
540,lazaro cardenas,17.9583,-102.2,70.77,80,64,4.21,MX,2025-01-01
541,ta`u,-14.2336,-169.5144,83.75,73,98,7.4,AS,2025-01-01
542,thabazimbi,-24.5917,27.4116,79.47,61,99,3.02,ZA,2025-01-01
543,narasannapeta,18.4167,84.05,78.84,51,0,5.95,IN,2025-01-01
544,terra santa,-2.1042,-56.4869,74.35,86,74,2.57,BR,2025-01-01
545,alotau,-10.3069,150.4462,82.83,85,85,3.44,PG,2025-01-01
546,grenaa,56.4158,10.8783,46.62,96,100,1.99,DK,2025-01-01
547,zheleznogorsk-ilimskiy,56.5768,104.1217,9.25,94,99,5.88,RU,2025-01-01
548,tamanrasset,22.785,5.5228,57.11,21,0,8.05,DZ,2025-01-01
549,tchintabaraden,15.8969,5.7985,62.49,23,0,11.7,NE,2025-01-01
550,manado,1.487,124.8455,88.57,70,40,9.22,ID,2025-01-01
551,barcelos,41.5388,-8.6151,39.58,72,0,5.35,PT,2025-01-01
552,crane,31.3974,-102.3501,45.68,40,24,11.97,US,2025-01-01
553,hoemul-li,41.4339,129.67,34.23,42,0,4.05,KP,2025-01-01
554,tonala,20.6167,-103.2333,56.79,32,77,1.74,MX,2025-01-01
555,sangin,32.0728,64.8359,52.14,67,100,14.85,AF,2025-01-01
556,pontevico,45.2744,10.0925,32.61,85,0,3.85,IT,2025-01-01
557,bethanie,-26.4833,17.15,74.53,27,0,3.06,NA,2025-01-01
558,dieppe bay town,17.413,-62.8153,77.18,73,61,11.5,KN,2025-01-01
559,harstad,68.799,16.5293,24.15,84,70,4.92,NO,2025-01-01
560,smithers,54.7804,-127.1743,23.32,68,100,8.05,CA,2025-01-01
561,ancud,-41.8697,-73.8203,49.3,90,34,4.7,CL,2025-01-01
562,el triunfo,-1.9333,-79.9667,75.24,85,97,6.33,EC,2025-01-01
563,kamaishi,39.2667,141.8833,36.37,60,9,11.45,JP,2025-01-01
564,tofol,5.3248,163.0078,83.98,74,100,3.44,FM,2025-01-01
565,shenkursk,62.1091,42.896,25.03,90,95,6.42,RU,2025-01-01
566,koungheul,13.9833,-14.8,70.74,23,0,10.49,SN,2025-01-01
567,baukau,51.5526,7.2042,42.66,84,100,17.67,DE,2025-01-01
568,camayenne,9.535,-13.6878,75.29,83,1,2.3,GN,2025-01-01
569,petauke,-14.2426,31.3253,70.3,84,100,5.01,ZM,2025-01-01
570,leesburg,39.1157,-77.5636,46.85,96,64,11.43,US,2025-01-01
571,az zawr,29.4425,48.2747,58.01,49,0,17.52,KW,2025-01-01
572,isangel,-19.55,169.2667,79.47,76,72,11.14,VU,2025-01-01
